website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
clubedomalte.com.br,Accessible (Status Code: 200),0.0,['54.232.229.211'],53.0,3570.0,0.0883779525756836,False,
yourghoststories.com,Accessible (Status Code: 200),0.0,['138.197.72.164'],54.0,3569.0,0.08849191665649414,False,
downloadwella.com,"Error: HTTPSConnectionPool(host='downloadwella.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))",0.0,['80.82.76.121'],51.0,3569.0,0.07139205932617188,False,
sweetteentube.net,Accessible (Status Code: 200),0.0,"['172.67.191.205', '104.21.20.56']",67.0,3569.0,0.07982587814331055,False,
hkparts.net,Blocked - Client Error (Status Code: 403),0.0,['63.141.128.22'],45.0,3569.0,0.07920312881469727,False,
sipsap.com,Accessible (Status Code: 200),0.0,['142.171.28.202'],44.0,3568.0,0.07717299461364746,False,
entrevue.fr,Accessible (Status Code: 200),0.0,"['104.21.80.1', '104.21.64.1', '104.21.16.1', '104.21.48.1', '104.21.96.1', '104.21.112.1', '104.21.32.1']",141.0,3568.0,0.07178282737731934,False,
reifetube.com,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",63.0,3568.0,0.12610602378845215,False,
fagalicious.com,Blocked - Client Error (Status Code: 403),0.0,"['104.26.10.6', '172.67.70.194', '104.26.11.6']",81.0,3568.0,0.09086894989013672,False,
me-tube.com,Accessible (Status Code: 200),0.0,"['104.21.96.1', '104.21.80.1', '104.21.48.1', '104.21.32.1', '104.21.112.1', '104.21.16.1', '104.21.64.1']",141.0,3568.0,0.07945108413696289,False,
kinolights.com,Blocked - Client Error (Status Code: 403),0.0,"['43.200.154.43', '3.34.211.213']",64.0,3569.0,0.12824225425720215,False,
incestflix.trade,Accessible (Status Code: 200),0.0,"['172.67.136.139', '104.21.94.139']",66.0,3568.0,0.10061383247375488,False,
hyderabaddutyfree.com,"Error: HTTPSConnectionPool(host='hyderabaddutyfree.com', port=443): Read timed out. (read timeout=15)",0.0,['162.215.226.7'],55.0,38369.0,0.0867769718170166,False,
bwin.be,Blocked - Client Error (Status Code: 403),0.0,"['104.17.186.1', '104.17.185.1']",57.0,3568.0,0.1085059642791748,False,
goldtits.com,Accessible (Status Code: 200),0.0,['78.140.176.68'],46.0,3568.0,0.10095381736755371,False,
svyaznoy.travel,Accessible (Status Code: 200),0.0,['195.161.69.18'],49.0,10769.0,0.08998394012451172,False,
superbrawl.com,Accessible (Status Code: 200),0.0,['207.58.164.200'],48.0,14368.0,0.11956667900085449,False,
sportsmanguncentre.co.uk,Accessible (Status Code: 200),0.0,"['104.21.93.80', '172.67.207.153']",74.0,3567.0,0.10415887832641602,False,
depic.me,Accessible (Status Code: 200),0.0,"['104.21.64.1', '104.21.112.1', '104.21.32.1', '104.21.16.1', '104.21.80.1', '104.21.48.1', '104.21.96.1']",138.0,3568.0,0.0820770263671875,False,
suptraf.com,Accessible (Status Code: 200),0.0,"['131.153.42.211', '23.235.244.225', '131.153.42.225', '131.153.42.224', '23.235.244.212', '23.235.244.226', '131.153.42.226', '23.235.244.224']",157.0,3567.0,0.10581231117248535,False,
nnbet3.com,Accessible (Status Code: 200),0.0,"['108.157.188.76', '108.157.188.43', '108.157.188.60', '108.157.188.101']",92.0,3567.0,0.08479118347167969,False,
sexhihi.io,Accessible (Status Code: 200),0.0,"['172.67.182.59', '104.21.75.214']",60.0,3568.0,0.08310604095458984,False,
single-chat.net,Accessible (Status Code: 200),0.0,"['104.26.14.7', '172.67.68.75', '104.26.15.7']",81.0,3567.0,0.1229550838470459,False,
17173.com,Accessible (Status Code: 200),0.0,['58.87.97.186'],43.0,3568.0,0.0900580883026123,False,
rent-kano.net,Accessible (Status Code: 200),0.0,['157.7.231.224'],47.0,3568.0,0.07371807098388672,False,
bestpornfinder.net,Accessible (Status Code: 200),0.0,"['172.67.150.253', '104.21.0.134']",68.0,3567.0,0.13370990753173828,False,
mgqr.com,"Error: HTTPSConnectionPool(host='mgqr.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f7c41d8fa90>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",2.0,[],26.0,0.0,0.10747575759887695,False,
nadimtogel558.com,Accessible (Status Code: 200),0.0,"['104.21.80.1', '104.21.16.1', '104.21.96.1', '104.21.64.1', '104.21.32.1', '104.21.112.1', '104.21.48.1']",147.0,3566.0,0.0892031192779541,False,
vysyamala.com,Accessible (Status Code: 200),0.0,['13.71.24.20'],47.0,28767.0,0.09774184226989746,False,
thillaimatri.com,Accessible (Status Code: 200),0.0,['103.48.51.102'],50.0,86367.0,0.09995698928833008,False,
omarwhats.app,Blocked - Client Error (Status Code: 403),0.0,"['104.21.57.173', '172.67.147.222']",63.0,3566.0,0.09988188743591309,False,
ufomanga.com,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0.0,['72.52.178.23'],46.0,14367.0,0.0964353084564209,False,
betslot.casino,"Error: HTTPSConnectionPool(host='betslot.casino', port=443): Read timed out. (read timeout=15)",0.0,"['104.21.79.16', '172.67.140.8']",64.0,3566.0,0.07471895217895508,False,
eroticlab.ltd,Accessible (Status Code: 200),0.0,['45.88.106.152'],47.0,3567.0,0.14896202087402344,False,
amigosdelmatchedbetting.com,Accessible (Status Code: 200),0.0,['82.223.161.10'],61.0,86366.0,0.11832499504089355,False,
spvideo.net,"Error: HTTPSConnectionPool(host='spvideo.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(""hostname 'spvideo.net' doesn't match 'sample.image.erosukkiri.xyz'"")))",0.0,['39.110.211.33'],45.0,3566.0,0.1068868637084961,False,
pornogay.ovh,Accessible (Status Code: 200),0.0,['54.37.31.27'],46.0,3565.0,0.12631821632385254,False,
matrubharti.com,Accessible (Status Code: 200),0.0,['68.183.245.2'],49.0,3565.0,0.13334989547729492,False,
pelisplusnuevo.com,Blocked - Client Error (Status Code: 403),0.0,"['104.21.73.31', '172.67.157.55']",68.0,3565.0,0.10590386390686035,False,
